pos	At_leaf	At_proto	Sb_leaf	Sb_proto	Zm_leaf	Zm_proto
104.5	-0.03309599716371424	0.017459414395096417	-0.18775315283912547	0.07961788745000169	-0.17843849430038575	0.02036157339329992
105.5	-0.03350331410716168	0.0191860058321828	-0.18338523660021228	0.08259350119577699	-0.1844683205717935	0.0087180837522942
106.5	-0.03236848044034754	0.015092701576496675	-0.18237942207419305	0.08658572110535392	-0.18449286250516347	-0.0032716045551738873
107.5	-0.03475454522586844	0.007538625254158566	-0.1787452765627561	0.08712583467112683	-0.18548258870637718	-0.014304025639306538
108.5	-0.03231118857761968	0.014225285940723932	-0.17452753496725662	0.09236599181507024	-0.18817336974314933	-0.026879461757462163
109.5	-0.03237025418512423	0.017207227590132098	-0.17294635958361995	0.09011666643699734	-0.19439193992066542	-0.037903658516800574
110.5	-0.034405223637750504	0.023700477367824244	-0.17085820864350446	0.08929750032681509	-0.19140931313261247	-0.040082510622309366
111.5	-0.027924787513338056	0.025070071689511263	-0.1662887930996107	0.09149316854203773	-0.1850766921300141	-0.03467919940207066
112.5	-0.025890523092151545	0.024113047306791754	-0.1665080055253631	0.08508928171830697	-0.18061175847514582	-0.030175492720336206
113.5	-0.03134379725585713	0.023687434015320384	-0.17080408341007636	0.07676375296109363	-0.1742514722531133	-0.01989825379839163
114.5	-0.029690676338221346	0.029322237680352865	-0.17643399857278622	0.07007499998270561	-0.16574092806176577	-0.005387769698598704
115.5	-0.031442703974136184	0.024664774182679105	-0.1832511804178566	0.05965382807079498	-0.15869163762028915	0.008297965633884435
116.5	-0.033485347770631974	0.02727394572958303	-0.19079004654184062	0.042021974351815594	-0.15524804184477134	0.023452027723072366
117.5	-0.030698919273416142	0.03420451275925587	-0.1988835477255463	0.028834469738645122	-0.14519182290477145	0.04011738167513642
118.5	-0.032646049229655555	0.03370605391146405	-0.21275791865007906	0.008018642767119407	-0.13640226200955557	0.05344099219046845
119.5	-0.037413633144817215	0.033254998924600536	-0.2251682995437349	-0.00861874628399692	-0.13062031888089187	0.06454164657218428
120.5	-0.03353310460275227	0.029509392155021553	-0.23623670117851178	-0.027080363050608937	-0.12524285082742434	0.07285018304594541
121.5	-0.03787692800970208	0.03098338550250501	-0.24580989765320926	-0.04232843994558276	-0.1223628155733649	0.0790841693812534
122.5	-0.04236624560524616	0.03085824156273677	-0.253441648563827	-0.05323733082887234	-0.1168555211990935	0.08667652665785339
123.5	-0.036376521207516145	0.03367442827636789	-0.2549047393797488	-0.059036890740109677	-0.11145746822669249	0.08885341800864327
124.5	-0.034397212866091126	0.03603932549688917	-0.25222449175549605	-0.058969119768245225	-0.1111466959323188	0.08713312803768221
125.5	-0.03335751208341523	0.04049425907601746	-0.24691399679780118	-0.054953272601650546	-0.10872471805841992	0.08690589346606775
126.5	-0.03522115296606271	0.036822856745800825	-0.23974508114748855	-0.04876221127114823	-0.106687668124823	0.08707940280185997
127.5	-0.040800392507421256	0.03488194372433725	-0.23466586265989509	-0.045340120929001596	-0.10939961551871148	0.07475259061367524
128.5	-0.04291808415085141	0.02884535606455921	-0.22344448861930571	-0.03543025832467763	-0.11447394046658829	0.05758614064626669
129.5	-0.04295098891324336	0.02786024821922871	-0.21343746117547585	-0.02798978598590321	-0.11938092559699995	0.030332107963297914
130.5	-0.05529946923530629	0.022418604133366035	-0.20489491343805663	-0.014149655223419485	-0.12997771724146065	-0.004467750716321141
131.5	-0.06365177414775514	0.016406893910512407	-0.1996156211284706	-0.007817464358921495	-0.14021237086088129	-0.04227728337187961
132.5	-0.07164402317425302	0.009277582475704831	-0.19192838528784117	6.067651751479685e-4	-0.1503423174286032	-0.07989352243899209
133.5	-0.08741732054149697	0.0016213068710783473	-0.18669437154628454	0.004455713521691334	-0.16268234019919847	-0.1166191442512145
134.5	-0.10114374241645892	-0.006118887661031343	-0.18323599320388212	0.008671074010736675	-0.17134588578198423	-0.1438715725935114
135.5	-0.11153508409437539	-0.01710299446288498	-0.1785999209352365	0.010468253265408912	-0.17266435526658816	-0.16064575873861783
136.5	-0.11935878809942395	-0.017810442126409722	-0.17355865741553797	0.01634748412027133	-0.17659809177754535	-0.1814085623281735
137.5	-0.12419485479065435	-0.020193518165442084	-0.16844383681098316	0.021293820696949017	-0.17890847743326474	-0.18448375587292493
138.5	-0.1279027248877094	-0.01225616183766187	-0.16596315897727854	0.029894751680218972	-0.1739376024381427	-0.17327437247180985
139.5	-0.12612419957803403	-0.0064354581362295535	-0.1632883104050693	0.039243155968283136	-0.1658870591777973	-0.1535901073295194
140.5	-0.12207124807254156	0.0028980684123356367	-0.1611883498494785	0.0401949734141536	-0.1581269850210117	-0.12657180868635148
141.5	-0.11661491720392884	0.014136106868170689	-0.1563657422394732	0.04626065574014354	-0.1464270210250835	-0.09490959212359931
142.5	-0.10634252065597555	0.0241120874886176	-0.15446513776905382	0.04955799537205932	-0.13805208646322067	-0.0647306424751091
143.5	-0.093775860222031715	0.03231776631453273	-0.15385800235418776	0.052169933527428984	-0.12544291905095217	-0.03153481802197437
144.5	-0.07936967502512268	0.03902971132602607	-0.1533476248447278	0.053759525850049915	-0.11065383976591317	-0.0019163912156494182
145.5	-0.0730678421660768	0.04266374652718155	-0.15600480567323635	0.049786568982226324	-0.10520855854974234	0.012516131177063117
146.5	-0.06804971251685797	0.04286348281640491	-0.16108854025166625	0.04877992973641991	-0.09478689548080813	0.03183893027516234
147.5	-0.0630047445439073	0.04033189985774428	-0.16041306395053642	0.04823755695557112	-0.0871842511757645	0.045242983438453566
148.5	-0.05785656933963333	0.0343230730388215	-0.16113713248220454	0.03785303268110975	-0.08829969656815755	0.040705458134478525
149.5	-0.06091140585170736	0.026300458109347093	-0.16197295237895146	0.030703659679977343	-0.0895584712179635	0.037813194524270316
150.5	-0.059928462178965955	0.018859474300159804	-0.16010159665981927	0.027099496580389643	-0.08929520093167603	0.033577371827149816
151.5	-0.05961060100199981	0.009226701041411088	-0.16159526385190667	0.02340129821767784	-0.09676882449859096	0.023032102442095522
152.5	-0.059479672794825876	0.0032370741155558873	-0.16031201895333372	0.015965197361446238	-0.09415522193058568	0.019285709752365737
153.5	-0.06273728117876426	-0.003718712403705677	-0.1548816756922978	0.015873503459613875	-0.09374125854947346	0.01396344545418088
154.5	-0.07209222038805932	-0.007902891919114962	-0.15562966170861423	0.007946974594970459	-0.10145843507824541	9.270194551188908e-4
155.5	-0.07323254048074557	-0.00711908270432104	-0.15024832293680748	0.006175791280168497	-0.10211166121690633	-0.0021835939092378224
156.5	-0.07326482547908045	-0.009212824512670702	-0.14711305664681923	-0.0023371345312700304	-0.10478708475982065	-0.012135355062892676
157.5	-0.07693916589997923	-0.01103896986477929	-0.15021938815193736	-0.010231915648424059	-0.11297507678106487	-0.029389594421782426
158.5	-0.07815703499209893	-0.016004800642539313	-0.14722412999744008	-0.012438948031410815	-0.11468457591920855	-0.03780879057828845
159.5	-0.08165112726524004	-0.024169850695300428	-0.14309251651539842	-0.017320300417400222	-0.1132388743026284	-0.04509498544840426
160.5	-0.08270994816517244	-0.020778407713250173	-0.14844380253054115	-0.026913426481508636	-0.1162382291717524	-0.05883086614843578
161.5	-0.06276041250699646	-0.034066187241179484	-0.12681372071764832	-0.007113708675172856	-0.09039689613771584	-0.021210041736249536
162.5	-0.04246714405362299	-0.02976547359965907	-0.10107660760907594	0.018480896454641935	-0.0763813664146578	-2.9015405338791934e-4
163.5	-0.0745921079358481	-0.03651117458174365	-0.11986913851440902	-0.007830158147537321	-0.09207239696274587	-0.030603457623731012
164.5	-0.07609536191946224	-0.019517835639314453	-0.12376477548311421	-0.02513001797863569	-0.08631535023922739	-0.03751575069117724
165.5	-0.06384040031328368	-0.01874533551338533	-0.12202179970270427	-0.02395433003933376	-0.07782375321237611	-0.03975079486868124
