GO:0000210	F	NAD+ diphosphatase activity
GO:0000211	F	obsolete protein degradation tagging activity
GO:0000212	P	meiotic spindle organization
GO:0043147	P	meiotic spindle organization
GO:0000213	F	tRNA-intron endonuclease activity
GO:0000214	C	tRNA-intron endonuclease complex
GO:0000215	F	tRNA 2'-phosphotransferase activity
GO:0008665	F	tRNA 2'-phosphotransferase activity
GO:0000216	P	obsolete M/G1 transition of mitotic cell cycle
GO:0000217	F	DNA secondary structure binding
GO:0000219	C	obsolete vacuolar hydrogen-transporting ATPase
GO:0000220	C	vacuolar proton-transporting V-type ATPase, V0 domain
GO:0000221	C	vacuolar proton-transporting V-type ATPase, V1 domain
GO:0000222	C	plasma membrane proton-transporting V-type ATPase, V0 domain
GO:0000223	C	plasma membrane proton-transporting V-type ATPase, V1 domain
GO:0000224	F	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
GO:0000225	F	N-acetylglucosaminylphosphatidylinositol deacetylase activity
GO:0000226	P	microtubule cytoskeleton organization
GO:0000227	F	oxaloacetate secondary active transmembrane transporter activity
GO:0000228	C	nuclear chromosome
GO:0000229	C	cytoplasmic chromosome
GO:0000230	C	obsolete nuclear mitotic chromosome
GO:0000231	C	obsolete cytoplasmic mitotic chromosome
GO:0000232	C	obsolete nuclear interphase chromosome
GO:0000233	C	obsolete cytoplasmic interphase chromosome
GO:0000234	F	phosphoethanolamine N-methyltransferase activity
GO:0000235	C	astral microtubule
GO:0000236	P	mitotic prometaphase
GO:0000237	P	leptotene
GO:0000238	P	zygotene
GO:0000239	P	pachytene
GO:0000240	P	diplotene
GO:0000241	P	diakinesis
GO:0000242	C	pericentriolar material
GO:0000243	C	commitment complex
GO:0000244	P	spliceosomal tri-snRNP complex assembly
GO:0000351	P	spliceosomal tri-snRNP complex assembly
GO:0000355	P	spliceosomal tri-snRNP complex assembly
GO:0000245	P	spliceosomal complex assembly
GO:0000246	F	delta24(24-1) sterol reductase activity
GO:0000247	F	C-8 sterol isomerase activity
GO:0000248	F	C-5 sterol desaturase activity
GO:0000249	F	C-22 sterol desaturase activity
GO:0000250	F	lanosterol synthase activity
GO:0000252	F	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity
GO:0000253	F	3-keto sterol reductase activity
GO:0050576	F	3-keto sterol reductase activity
GO:0000254	F	C-4 methylsterol oxidase activity
GO:0000255	P	allantoin metabolic process
GO:0000256	P	allantoin catabolic process
GO:0000257	F	nitrilase activity
GO:0000258	F	obsolete isoleucine/valine:sodium symporter activity
GO:0000259	F	obsolete intracellular nucleoside transmembrane transporter activity
GO:0000260	F	obsolete hydrogen-translocating V-type ATPase activity
GO:0000261	F	obsolete sodium-translocating V-type ATPase activity
GO:0000262	C	mitochondrial chromosome
GO:0000263	F	obsolete heterotrimeric G-protein GTPase, alpha-subunit
GO:0000264	F	obsolete heterotrimeric G-protein GTPase, beta-subunit
GO:0000265	F	obsolete heterotrimeric G-protein GTPase, gamma-subunit
GO:0000266	P	mitochondrial fission
GO:0000267	C	obsolete cell fraction
GO:0000268	F	peroxisome targeting sequence binding
GO:0005051	F	peroxisome targeting sequence binding
GO:0000269	F	toxin export channel activity
GO:0000270	P	peptidoglycan metabolic process
GO:0009284	P	peptidoglycan metabolic process
GO:0000271	P	polysaccharide biosynthetic process
GO:0000272	P	polysaccharide catabolic process
GO:0044244	P	polysaccharide catabolic process
GO:0000274	C	mitochondrial proton-transporting ATP synthase, stator stalk
GO:0000275	C	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)
GO:0000276	C	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
GO:0000277	F	[cytochrome c]-lysine N-methyltransferase activity
GO:0000278	P	mitotic cell cycle
GO:0007067	P	mitotic cell cycle
GO:0000279	P	M phase
GO:0000280	P	nuclear division
GO:0000281	P	mitotic cytokinesis
GO:0000282	P	cellular bud site selection
GO:0000284	P	obsolete shmoo orientation
GO:0000285	F	1-phosphatidylinositol-3-phosphate 5-kinase activity
GO:0000286	F	alanine dehydrogenase activity
GO:0000287	F	magnesium ion binding
GO:0000288	P	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0000289	P	nuclear-transcribed mRNA poly(A) tail shortening
GO:0000290	P	deadenylation-dependent decapping of nuclear-transcribed mRNA
GO:0000291	P	nuclear-transcribed mRNA catabolic process, exonucleolytic
GO:0000292	P	RNA fragment catabolic process
GO:0030452	P	RNA fragment catabolic process
GO:0000293	F	ferric-chelate reductase activity
GO:0000294	P	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay
GO:0000295	F	adenine nucleotide transmembrane transporter activity
GO:0000296	P	spermine transport
GO:0000297	F	spermine transmembrane transporter activity
GO:0000298	F	endopolyphosphatase activity
GO:0000299	C	obsolete integral to membrane of membrane fraction
GO:0000300	C	obsolete peripheral to membrane of membrane fraction
GO:0000301	P	retrograde transport, vesicle recycling within Golgi
GO:0000302	P	response to reactive oxygen species
GO:0000303	P	response to superoxide
GO:0000304	P	response to singlet oxygen
GO:0000305	P	response to oxygen radical
GO:0000306	C	extrinsic component of vacuolar membrane
GO:0000307	C	cyclin-dependent protein kinase holoenzyme complex
GO:0000308	C	cytoplasmic cyclin-dependent protein kinase holoenzyme complex
GO:0000309	F	nicotinamide-nucleotide adenylyltransferase activity
GO:0000310	F	xanthine phosphoribosyltransferase activity
GO:0009043	F	xanthine phosphoribosyltransferase activity
GO:0000311	C	plastid large ribosomal subunit
GO:0000312	C	plastid small ribosomal subunit
GO:0000313	C	organellar ribosome
GO:0000314	C	organellar small ribosomal subunit
GO:0000315	C	organellar large ribosomal subunit
GO:0000316	P	sulfite transport
GO:0000319	F	sulfite transmembrane transporter activity
GO:0000320	P	re-entry into mitotic cell cycle
GO:0000321	P	re-entry into mitotic cell cycle after pheromone arrest
GO:0000322	C	storage vacuole
GO:0000323	C	lytic vacuole
GO:0000324	C	fungal-type vacuole
GO:0000325	C	plant-type vacuole
GO:0000326	C	protein storage vacuole
GO:0000327	C	lytic vacuole within protein storage vacuole
GO:0000328	C	fungal-type vacuole lumen
GO:0000329	C	fungal-type vacuole membrane
GO:0000330	C	plant-type vacuole lumen
GO:0000331	C	contractile vacuole
GO:0000332	F	template for synthesis of G-rich strand of telomere DNA activity
GO:0000333	C	telomerase catalytic core complex
GO:0000334	F	3-hydroxyanthranilate 3,4-dioxygenase activity
GO:0000335	P	negative regulation of transposition, DNA-mediated
GO:0000336	P	positive regulation of transposition, DNA-mediated
GO:0000337	P	regulation of transposition, DNA-mediated
GO:0000338	P	protein deneddylation
GO:0010388	P	protein deneddylation
GO:0000339	F	RNA cap binding
GO:0000340	F	RNA 7-methylguanosine cap binding
GO:0000341	F	RNA trimethylguanosine cap binding
GO:0000342	F	RNA cap 4 binding
GO:0000343	C	plastid-encoded plastid RNA polymerase complex A
GO:0000344	C	plastid-encoded plastid RNA polymerase complex B
GO:0000345	C	cytosolic DNA-directed RNA polymerase complex
GO:0000346	C	transcription export complex
GO:0000347	C	THO complex
GO:0000348	P	mRNA branch site recognition
GO:0000370	P	mRNA branch site recognition
GO:0000371	P	mRNA branch site recognition
GO:0000349	P	generation of catalytic spliceosome for first transesterification step
GO:0000356	P	generation of catalytic spliceosome for first transesterification step
GO:0000357	P	generation of catalytic spliceosome for first transesterification step
GO:0000350	P	generation of catalytic spliceosome for second transesterification step
GO:0000358	P	generation of catalytic spliceosome for second transesterification step
GO:0000359	P	generation of catalytic spliceosome for second transesterification step
GO:0000352	P	trans assembly of SL-containing precatalytic spliceosome
GO:0000353	P	formation of quadruple SL/U4/U5/U6 snRNP
GO:0000354	P	cis assembly of pre-catalytic spliceosome
GO:0000360	P	cis assembly of pre-catalytic spliceosome
GO:0000361	P	cis assembly of pre-catalytic spliceosome
GO:0000362	F	obsolete first U2-type spliceosomal transesterification activity
GO:0000363	F	obsolete first U12-type spliceosomal transesterification activity
GO:0000364	F	obsolete second U2-type spliceosomal transesterification activity
GO:0000365	P	mRNA trans splicing, via spliceosome
GO:0000366	P	intergenic mRNA trans splicing
GO:0000367	F	obsolete second U12-type spliceosomal transesterification activity
GO:0000372	P	Group I intron splicing
GO:0000373	P	Group II intron splicing
GO:0000374	P	Group III intron splicing
GO:0000375	P	RNA splicing, via transesterification reactions
GO:0000385	P	RNA splicing, via transesterification reactions
GO:0031202	P	RNA splicing, via transesterification reactions
GO:0000376	P	RNA splicing, via transesterification reactions with guanosine as nucleophile
GO:0000377	P	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000378	P	RNA exon ligation
GO:0000379	P	tRNA-type intron splice site recognition and cleavage
GO:0000380	P	alternative mRNA splicing, via spliceosome
GO:0000381	P	regulation of alternative mRNA splicing, via spliceosome
GO:0000384	F	first spliceosomal transesterification activity
GO:0000386	F	second spliceosomal transesterification activity
GO:0000387	P	spliceosomal snRNP assembly
GO:0000388	P	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0000396	P	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0000397	P	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0000389	P	mRNA 3'-splice site recognition
GO:0000382	P	mRNA 3'-splice site recognition
GO:0000383	P	mRNA 3'-splice site recognition
GO:0000390	P	spliceosomal complex disassembly
GO:0000391	P	spliceosomal complex disassembly
GO:0000392	P	spliceosomal complex disassembly
GO:0000393	P	spliceosomal conformational changes to generate catalytic conformation
GO:0000394	P	RNA splicing, via endonucleolytic cleavage and ligation
GO:0000395	P	mRNA 5'-splice site recognition
GO:0000368	P	mRNA 5'-splice site recognition
GO:0000369	P	mRNA 5'-splice site recognition
GO:0000398	P	mRNA splicing, via spliceosome
GO:0006374	P	mRNA splicing, via spliceosome
GO:0006375	P	mRNA splicing, via spliceosome
GO:0000399	C	cellular bud neck septin structure
GO:0000400	F	four-way junction DNA binding
GO:0000401	F	open form four-way junction DNA binding
GO:0000402	F	crossed form four-way junction DNA binding
GO:0000403	F	Y-form DNA binding
GO:0000404	F	heteroduplex DNA loop binding
GO:0000405	F	bubble DNA binding
GO:0000406	F	double-strand/single-strand DNA junction binding
GO:0000407	C	phagophore assembly site
GO:0000408	C	EKC/KEOPS complex
GO:0000409	P	regulation of transcription by galactose
GO:0000410	P	carbon catabolite repression of transcription by galactose
GO:0000411	P	positive regulation of transcription by galactose
GO:0000412	P	histone peptidyl-prolyl isomerization
GO:0000413	P	protein peptidyl-prolyl isomerization
GO:0000414	P	regulation of histone H3-K36 methylation
GO:0000415	P	negative regulation of histone H3-K36 methylation
GO:0000416	P	positive regulation of histone H3-K36 methylation
GO:0000417	C	HIR complex
GO:0000418	C	RNA polymerase IV complex
GO:0000420	C	RNA polymerase IV complex
GO:0000419	C	RNA polymerase V complex
GO:0080137	C	RNA polymerase V complex
GO:0000421	C	autophagosome membrane
GO:0000422	P	autophagy of mitochondrion
GO:0000423	P	mitophagy
GO:0000424	P	micromitophagy
GO:0000425	P	pexophagy
GO:0000426	P	micropexophagy
GO:0000427	C	plastid-encoded plastid RNA polymerase complex
GO:0000428	C	DNA-directed RNA polymerase complex
GO:0000429	P	carbon catabolite regulation of transcription from RNA polymerase II promoter
GO:0000430	P	regulation of transcription from RNA polymerase II promoter by glucose
GO:0000431	P	regulation of transcription from RNA polymerase II promoter by galactose
GO:0000432	P	positive regulation of transcription from RNA polymerase II promoter by glucose
GO:0000433	P	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
GO:0000434	P	carbon catabolite repression of transcription from RNA polymerase II promoter by galactose
GO:0000435	P	positive regulation of transcription from RNA polymerase II promoter by galactose
GO:0000436	P	carbon catabolite activation of transcription from RNA polymerase II promoter
GO:0000437	P	carbon catabolite repression of transcription from RNA polymerase II promoter
GO:0000438	C	core TFIIH complex portion of holo TFIIH complex
GO:0000443	C	core TFIIH complex portion of holo TFIIH complex
GO:0000439	C	core TFIIH complex
GO:0000441	C	core TFIIH complex
GO:0000440	C	core TFIIH complex portion of NEF3 complex
GO:0000442	C	core TFIIH complex portion of NEF3 complex
GO:0000444	C	MIS12/MIND type complex
GO:0000445	C	THO complex part of transcription export complex
GO:0000446	C	nucleoplasmic THO complex
GO:0000447	P	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000448	P	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000490	P	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000449	P	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000450	P	cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)
GO:0000451	P	rRNA 2'-O-methylation
GO:0000452	P	snoRNA guided rRNA 2'-O-methylation
GO:0000453	P	enzyme-directed rRNA 2'-O-methylation
GO:0000454	P	snoRNA guided rRNA pseudouridine synthesis
GO:0000455	P	enzyme-directed rRNA pseudouridine synthesis
GO:0000456	P	dimethylation involved in SSU-rRNA maturation
GO:0000457	P	endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000458	P	endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000459	P	exonucleolytic trimming involved in rRNA processing
GO:0000460	P	maturation of 5.8S rRNA
GO:0000461	P	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000462	P	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:1990041	P	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000463	P	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000464	P	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000465	P	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000466	P	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000467	P	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000468	P	generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000469	P	cleavage involved in rRNA processing
GO:0000470	P	maturation of LSU-rRNA
GO:0000471	P	endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472	P	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000473	P	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000474	P	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000475	P	maturation of 2S rRNA
GO:0000476	P	maturation of 4.5S rRNA
GO:0000477	P	generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000478	P	endonucleolytic cleavage involved in rRNA processing
GO:0000479	P	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000480	P	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000481	P	maturation of 5S rRNA
GO:0000482	P	maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000483	P	endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000484	P	cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000485	P	cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000486	P	cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000487	P	maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000488	P	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0000489	P	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0000491	P	small nucleolar ribonucleoprotein complex assembly
GO:0000492	P	box C/D snoRNP assembly
GO:0000493	P	box H/ACA snoRNP assembly
GO:0000494	P	box C/D snoRNA 3'-end processing
GO:0000495	P	box H/ACA snoRNA 3'-end processing
GO:0000496	F	base pairing
GO:0000497	F	base pairing with DNA
GO:0000498	F	base pairing with RNA
GO:0000499	F	base pairing with mRNA
GO:0000500	C	RNA polymerase I upstream activating factor complex
GO:0000501	P	flocculation via cell wall protein-carbohydrate interaction
GO:0000502	C	proteasome complex
